user_id,age,age_group,gender,married,has_children,home_country,total_sessions,recency,total_trips,avg_total_usd_spent,avg_flight_usd_spent,avg_hotel_usd_spent,total_together,total_only_flights,total_only_hotels,booking_rate,total_cancellations,avg_cancellation_rate,avg_flight_discount_percentage,avg_hotel_discount_percentage,avg_dollars_saved_hotel,avg_dollars_saved_per_km,flight_discount_proportion,hotel_discount_proportion,both_discount_proportion,avg_km_flown,page_clicks_rate,average_clicks,avg_bags_checked,avg_hotel_nights,avg_hotel_rooms,avg_seats,hotel_bargain_hunter_index,flight_bargain_hunter_index,customersegment,Perk_Assigned
164522,48.0,45-54,1,1,0,0,8,156.0,1,3340.9,311.9,3029.0,1,0,0,0.13,0,0.0,0.1,0.05,0.0,0.00908,0.25,0.13,0.0,1807.65,11.125,11.125,1.0,13.0,1.0,1.0,0.0,0.000227,1,Exclusive Discounts
167852,18.0,18-24,1,0,0,0,8,,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,,,0.0,0.0,0.13,0.25,0.0,,7.875,7.875,,,,,,,4,Free Hotel Meal
171470,24.0,18-24,1,0,0,0,8,0.0,2,0.0,1295.215,0.0,0,1,0,0.25,2,1.0,0.05,,0.0,0.00545,0.13,0.0,0.0,17604.46,55.75,55.75,0.5,,,2.0,,3.5425e-05,0,Free Cancellation
174997,32.0,25-34,1,0,0,0,8,129.0,3,644.81,196.81,149.33333333333334,2,0,0,0.38,1,0.3333333333333333,,0.08,0.0,0.0,0.0,0.25,0.0,3938.21,31.5,31.5,0.33,1.33,0.67,1.33,0.0,,4,Free Hotel Meal
175032,29.0,25-34,1,0,0,0,9,0.0,3,3613.35,369.75,1081.2,2,0,1,0.33,0,0.0,0.1,0.07,45.3,0.0,0.11,0.22,0.0,1394.54,14.11111111111111,14.11111111111111,0.33,4.33,2.0,1.33,0.69762,0.0,2,One Free Hotel Night with Flight
181157,54.0,45-54,1,1,0,0,8,101.0,3,5307.4766666666665,319.6766666666667,1662.6,3,0,0,0.38,0,0.0,0.12,0.05,3.9,0.02209,0.25,0.13,0.0,1213.46,19.125,19.125,1.0,3.33,2.0,2.0,0.02535,0.0006627,2,One Free Hotel Night with Flight
182191,19.0,18-24,1,0,1,0,8,180.0,1,0.0,0.0,0.0,0,0,0,0.13,1,1.0,,0.1,0.0,0.0,0.0,0.13,0.0,1670.95,18.5,18.5,1.0,,,2.0,0.0,,0,Free Cancellation
187212,55.0,55-64,1,1,1,0,8,101.0,3,1318.19,414.19,301.3333333333333,3,0,0,0.38,0,0.0,0.13,0.03,0.0,0.0,0.13,0.13,0.0,2465.56,16.0,16.0,0.67,2.0,1.0,1.0,0.0,0.0,4,Free Hotel Meal
189676,36.0,35-44,1,0,1,0,8,0.0,2,5623.155,622.155,2500.5,1,0,1,0.25,0,0.0,0.08,,0.0,0.0,0.13,0.0,0.0,2350.54,11.625,11.625,1.0,9.0,2.0,1.5,,0.0,2,One Free Hotel Night with Flight
190866,37.0,35-44,1,0,0,0,9,0.0,5,1775.2,416.2,271.8,5,0,0,0.56,0,0.0,,0.01,0.0,0.0,0.0,0.11,0.0,2423.74,20.666666666666668,20.666666666666668,0.4,1.8,1.0,1.0,0.0,,4,Free Hotel Meal
195192,28.0,25-34,1,0,0,0,8,44.0,1,714.29,394.29,320.0,1,0,0,0.13,0,0.0,0.1,0.1,0.0,0.0,0.13,0.13,0.0,1165.51,28.125,28.125,0.0,1.0,2.0,2.0,0.0,0.0,4,Free Hotel Meal
204943,41.0,35-44,0,0,0,1,8,0.0,6,9151.068333333333,469.0683333333333,1447.0,6,0,0,0.75,1,0.16666666666666666,0.05,,0.0,0.00208,0.25,0.0,0.0,1834.09,36.5,36.5,1.5,8.0,1.67,1.67,,2.6e-05,2,One Free Hotel Night with Flight
204997,39.0,35-44,1,1,0,0,8,0.0,4,795.53,212.73,145.7,2,1,0,0.5,2,0.5,0.06,0.05,6.64,0.0076,0.0,0.13,0.13,3180.83,54.875,54.875,0.75,4.5,1.5,2.0,0.04316,0.0,3,Free Checked Bag
205044,41.0,35-44,1,1,1,1,9,33.0,3,6548.9,906.9,1880.6666666666667,3,0,0,0.33,0,0.0,0.02,,0.0,0.00385,0.11,0.0,0.0,2396.84,14.88888888888889,14.88888888888889,0.33,4.67,2.0,2.0,,8.47e-06,2,One Free Hotel Night with Flight
206011,40.0,35-44,1,0,1,0,8,66.0,4,1311.1925,256.1925,263.75,3,1,0,0.5,0,0.0,0.01,0.1,0.0,0.00376,0.13,0.25,0.0,1452.06,19.5,19.5,0.25,2.0,0.75,1.0,0.0,4.888e-06,3,Free Checked Bag
216796,23.0,18-24,1,0,0,0,8,0.0,1,4285.65,1875.65,2410.0,1,0,0,0.13,1,1.0,0.5,0.1,0.0,0.04171,0.38,0.13,0.0,7494.89,15.625,15.625,4.0,20.0,2.0,4.0,0.0,0.0079249,0,Free Cancellation
217114,20.0,18-24,0,1,1,0,9,,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,,,0.0,0.0,0.0,0.22,0.11,,6.555555555555555,6.555555555555555,,,,,,,4,Free Hotel Meal
217136,39.0,35-44,1,0,1,0,8,50.0,2,928.785,269.785,329.5,1,0,1,0.25,0,0.0,0.18,,0.0,0.0,0.25,0.0,0.0,3095.34,13.25,13.25,0.0,2.0,1.0,0.5,,0.0,4,Free Hotel Meal
220725,41.0,35-44,1,0,0,0,9,0.0,4,1896.5425,494.5425,350.5,3,1,0,0.44,1,0.25,0.04,0.01,0.0,0.0,0.11,0.11,0.0,2764.46,35.111111111111114,35.111111111111114,0.25,3.75,1.0,1.25,0.0,0.0,3,Free Checked Bag
224996,43.0,35-44,1,0,1,1,8,0.0,2,448.805,448.805,0.0,1,1,0,0.25,0,0.0,,0.05,0.0,0.0,0.0,0.13,0.0,2488.13,12.75,12.75,0.0,0.0,0.5,1.0,0.0,,3,Free Checked Bag
226367,43.0,35-44,1,0,0,0,8,0.0,3,2158.5333333333333,294.53333333333336,621.3333333333334,3,0,0,0.38,0,0.0,0.02,,0.0,0.00114,0.13,0.0,0.0,1633.2,14.25,14.25,0.67,1.67,1.33,1.33,,2.964e-06,4,Free Hotel Meal
228195,27.0,25-34,1,0,1,0,9,,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,,,0.0,0.0,0.11,0.0,0.0,,12.88888888888889,12.88888888888889,,,,,,,4,Free Hotel Meal
228872,35.0,35-44,0,0,0,0,8,0.0,2,1542.605,254.605,644.0,1,0,1,0.25,0,0.0,0.18,,0.0,0.0,0.13,0.0,0.0,2953.67,15.75,15.75,0.5,6.5,1.0,0.5,,0.0,4,Free Hotel Meal
229009,18.0,18-24,1,0,0,0,8,0.0,3,1402.42,928.42,158.0,2,1,0,0.38,1,0.3333333333333333,,,0.0,0.0,0.0,0.0,0.0,12190.5,18.0,18.0,0.33,1.0,0.67,1.33,,,0,Free Cancellation
229108,26.0,25-34,1,0,0,0,8,0.0,1,0.0,438.61,0.0,0,1,0,0.13,1,1.0,0.4,0.2,0.0,0.0,0.25,0.25,0.0,2510.97,40.125,40.125,0.0,,,2.0,0.0,0.0,0,Free Cancellation
229330,47.0,45-54,1,1,0,0,8,0.0,4,3580.0275,387.0275,798.25,4,0,0,0.5,0,0.0,,0.03,0.0,0.0,0.0,0.13,0.0,1175.69,16.125,16.125,0.25,1.5,1.75,1.75,0.0,,2,One Free Hotel Night with Flight
232647,18.0,18-24,1,0,0,0,8,99.0,2,2461.55,118.55,1171.5,0,1,1,0.25,0,0.0,0.05,,0.0,0.0,0.13,0.0,0.0,1436.75,12.5,12.5,0.5,5.5,0.5,0.5,,0.0,3,Free Checked Bag
249521,60.0,55-64,1,1,1,1,8,0.0,2,690.41,321.01,184.7,1,0,1,0.25,0,0.0,0.1,0.2,3.6,0.0,0.0,0.25,0.13,3739.59,18.875,18.875,0.5,1.5,1.0,0.5,0.18,0.0,1,Exclusive Discounts
252835,38.0,35-44,1,0,1,0,8,0.0,5,1783.128,323.128,292.0,4,1,0,0.63,0,0.0,0.06,0.01,0.0,0.00655,0.13,0.13,0.0,1859.24,14.625,14.625,0.6,2.2,0.8,1.0,0.0,5.109e-05,3,Free Checked Bag
258451,23.0,18-24,1,0,0,0,8,0.0,1,0.0,0.0,2314.0,0,0,1,0.13,1,1.0,0.15,,0.0,0.0,0.13,0.0,0.0,,20.875,20.875,,26.0,2.0,,,0.0,0,Free Cancellation
264470,45.0,45-54,1,0,1,0,8,71.0,2,2544.61,417.61,1063.5,2,0,0,0.25,0,0.0,0.03,0.05,0.0,0.0079,0.13,0.13,0.0,2391.64,14.75,14.75,0.5,4.5,1.0,1.0,0.0,3.081e-05,4,Free Hotel Meal
276512,42.0,35-44,1,1,1,0,8,123.0,1,495.69,395.69,100.0,1,0,0,0.13,0,0.0,0.25,0.25,0.0,0.0,0.13,0.13,0.13,2409.25,12.25,12.25,1.0,1.0,1.0,1.0,0.0,0.0,1,Exclusive Discounts
281952,37.0,35-44,1,0,0,0,8,0.0,2,578.66,342.36,118.15,2,0,0,0.25,0,0.0,,0.08,3.34,0.0,0.0,0.13,0.0,1966.83,19.75,19.75,1.5,1.0,1.0,1.0,0.034736,,4,Free Hotel Meal
283325,51.0,45-54,1,1,0,0,8,0.0,2,3087.97,203.97,1442.0,1,0,1,0.25,0,0.0,0.08,0.05,0.0,0.01597,0.25,0.13,0.0,2838.44,14.25,14.25,0.0,3.0,1.5,0.5,0.0,0.0003194,2,One Free Hotel Night with Flight
290123,41.0,35-44,1,1,0,0,9,0.0,7,4268.158571428571,685.1585714285715,511.85714285714283,6,1,0,0.78,0,0.0,,,0.0,0.0,0.0,0.0,0.0,2533.38,21.11111111111111,21.11111111111111,0.86,1.86,1.43,1.57,,,3,Free Checked Bag
297546,51.0,45-54,1,1,0,0,8,0.0,5,3874.144,332.144,708.4,4,0,1,0.63,0,0.0,,0.01,9.75,0.0,0.0,0.13,0.0,1772.74,25.875,25.875,0.6,5.2,1.4,1.2,0.012675,,2,One Free Hotel Night with Flight
298253,47.0,45-54,1,1,1,0,8,76.0,1,0.0,712.42,0.0,0,1,0,0.13,0,0.0,0.45,0.15,0.0,0.0,0.13,0.0,0.13,4183.68,12.25,12.25,2.0,,,1.0,0.0,0.0,1,Exclusive Discounts
299476,39.0,35-44,1,1,0,0,9,185.0,1,263.38,192.38,71.0,1,0,0,0.11,0,0.0,0.4,0.25,0.0,0.0,0.11,0.11,0.11,1090.0,20.77777777777778,20.77777777777778,0.0,1.0,1.0,1.0,0.0,0.0,1,Exclusive Discounts
306165,21.0,18-24,1,0,0,0,8,,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,,,0.0,0.0,0.0,0.0,0.0,,11.125,11.125,,,,,,,4,Free Hotel Meal
306819,60.0,55-64,1,1,1,0,8,101.0,2,713.08,80.08,316.5,2,0,0,0.25,1,0.5,0.03,0.03,0.0,0.0,0.13,0.13,0.0,491.64,41.125,41.125,0.5,1.5,1.5,1.5,0.0,0.0,4,Free Hotel Meal
312488,31.0,25-34,0,1,0,0,8,0.0,1,407.1,407.1,0.0,1,0,0,0.13,0,0.0,0.25,0.2,0.0,0.0,0.13,0.13,0.0,2171.53,9.5,9.5,1.0,0.0,1.0,1.0,0.0,0.0,1,Exclusive Discounts
313724,52.0,45-54,1,0,0,0,8,14.0,5,3901.814,306.814,719.0,4,0,1,0.63,1,0.2,,,0.0,0.0,0.0,0.0,0.0,1840.52,43.875,43.875,0.8,3.6,1.6,1.2,,,2,One Free Hotel Night with Flight
316527,42.0,35-44,1,1,1,1,8,72.0,4,6093.2725,434.9725,1414.575,4,0,0,0.5,0,0.0,0.04,0.01,1.46,0.0,0.13,0.13,0.0,1940.68,17.375,17.375,0.25,3.0,1.25,1.25,0.001898,0.0,2,One Free Hotel Night with Flight
317688,41.0,35-44,1,0,1,0,8,0.0,4,1385.685,309.685,269.0,4,0,0,0.5,0,0.0,0.12,0.01,0.0,0.0,0.25,0.13,0.0,1634.69,16.625,16.625,0.5,1.25,1.0,1.0,0.0,0.0,4,Free Hotel Meal
322867,46.0,45-54,1,0,0,0,8,171.0,1,1496.04,173.04,1323.0,1,0,0,0.13,0,0.0,0.25,0.2,0.0,0.0,0.13,0.13,0.13,920.0,10.25,10.25,1.0,7.0,1.0,1.0,0.0,0.0,1,Exclusive Discounts
324191,40.0,35-44,1,0,0,0,8,70.0,2,1659.87,49.87,805.0,2,0,0,0.25,0,0.0,0.1,0.08,0.0,0.0,0.13,0.0,0.13,176.27,10.75,10.75,0.5,4.5,1.5,1.5,0.0,0.0,4,Free Hotel Meal
328590,56.0,55-64,1,0,0,0,8,46.0,3,3573.01,976.76,865.4166666666666,2,1,0,0.38,1,0.3333333333333333,0.03,0.1,58.13,0.0,0.13,0.25,0.0,3677.93,47.875,47.875,0.33,3.0,1.33,2.0,1.45325,0.0,3,Free Checked Bag
330764,39.0,35-44,1,0,0,0,8,73.0,3,1219.1733333333334,125.17333333333333,364.6666666666667,0,1,2,0.38,1,0.3333333333333333,,0.02,0.0,0.0,0.0,0.13,0.0,684.28,46.875,46.875,0.67,3.0,0.67,2.0,0.0,,3,Free Checked Bag
330893,43.0,35-44,1,1,1,0,8,0.0,3,1037.2033333333334,287.2033333333333,250.0,3,0,0,0.38,0,0.0,,0.02,0.0,0.0,0.0,0.13,0.0,1603.35,16.625,16.625,0.67,2.0,1.0,1.0,0.0,,4,Free Hotel Meal
331039,45.0,45-54,1,1,1,1,8,0.0,1,5300.47,2290.87,3009.6,1,0,0,0.13,1,1.0,0.1,0.15,55.73,0.0,0.13,0.25,0.0,3192.23,24.75,24.75,6.0,16.0,4.0,8.0,2.089875,0.0,0,Free Cancellation
334787,53.0,45-54,1,0,0,0,8,104.0,3,1113.8166666666666,249.81666666666666,288.0,3,0,0,0.38,0,0.0,0.03,,0.0,0.00211,0.25,0.0,0.0,1377.96,14.875,14.875,0.67,2.0,1.0,1.0,,1.5825e-05,4,Free Hotel Meal
337227,35.0,35-44,1,1,0,0,8,,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,,,0.0,0.0,0.0,0.13,0.0,,10.375,10.375,,,,,,,4,Free Hotel Meal
338086,40.0,35-44,1,0,1,0,8,44.0,2,642.845,490.845,76.0,2,0,0,0.25,0,0.0,0.15,0.1,0.0,0.0,0.13,0.13,0.0,2658.55,17.125,17.125,0.5,1.0,1.0,1.0,0.0,0.0,4,Free Hotel Meal
340166,51.0,45-54,0,1,1,0,8,86.0,1,0.0,0.0,474.0,0,0,1,0.13,0,0.0,0.1,0.1,0.0,0.0,0.13,0.13,0.0,,11.0,11.0,,2.0,1.0,,0.0,0.0,1,Exclusive Discounts
343928,65.0,65+,1,1,0,0,8,0.0,2,2612.37,2264.37,174.0,1,1,0,0.25,0,0.0,0.3,0.05,0.0,0.04549,0.25,0.13,0.0,11233.1,15.25,15.25,0.5,1.5,0.5,1.5,0.0,0.00341175,3,Free Checked Bag
347778,50.0,45-54,1,0,0,0,9,0.0,5,5320.738,846.738,894.8,4,1,0,0.56,0,0.0,0.06,,0.0,0.0,0.22,0.0,0.0,2557.17,18.0,18.0,1.0,1.8,1.4,1.6,,0.0,3,Free Checked Bag
348817,29.0,25-34,1,0,0,1,8,15.0,4,2965.655,343.655,655.5,3,0,1,0.5,0,0.0,0.01,,0.0,0.0,0.13,0.0,0.0,2522.87,15.625,15.625,0.5,2.25,1.0,0.75,,0.0,2,One Free Hotel Night with Flight
348863,67.0,65+,1,1,0,0,8,,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,,,0.0,0.0,0.0,0.13,0.0,,10.125,10.125,,,,,,,4,Free Hotel Meal
349132,49.0,45-54,1,0,0,0,9,108.0,3,3756.4533333333334,240.35333333333332,1172.0333333333333,2,0,1,0.33,0,0.0,,0.03,21.54,0.0,0.0,0.11,0.0,1082.5,14.777777777777779,14.777777777777779,0.33,4.67,1.67,1.33,0.071082,,2,One Free Hotel Night with Flight
350648,18.0,18-24,1,0,0,0,8,21.0,1,767.18,212.18,555.0,1,0,0,0.13,1,1.0,0.35,0.1,0.0,0.0,0.13,0.0,0.13,1265.37,36.875,36.875,0.0,6.0,2.0,2.0,0.0,0.0,0,Free Cancellation
353271,26.0,25-34,1,0,1,0,8,114.0,1,408.4,408.4,0.0,1,0,0,0.13,0,0.0,0.15,0.15,0.0,0.0,0.13,0.13,0.0,1177.32,10.5,10.5,0.0,0.0,2.0,2.0,0.0,0.0,1,Exclusive Discounts
353694,40.0,35-44,1,0,1,0,8,0.0,2,1864.685,230.685,817.0,2,0,0,0.25,0,0.0,0.13,,0.0,0.0,0.38,0.0,0.0,1336.33,12.5,12.5,0.5,4.5,1.5,1.5,,0.0,4,Free Hotel Meal
354050,50.0,45-54,1,0,0,0,8,0.0,5,2687.356,385.756,460.32,5,0,0,0.63,0,0.0,0.01,0.01,7.43,0.00278,0.13,0.13,0.0,2093.09,21.5,21.5,0.2,2.2,1.2,1.2,0.009659,3.614e-06,2,One Free Hotel Night with Flight
354260,49.0,45-54,1,0,0,0,8,52.0,2,1102.505,582.505,260.0,1,1,0,0.25,0,0.0,0.15,,0.0,0.0,0.25,0.0,0.0,3215.74,14.5,14.5,1.0,1.0,0.5,1.0,,0.0,3,Free Checked Bag
354311,46.0,45-54,1,1,0,0,8,32.0,2,827.445,536.445,145.5,1,1,0,0.25,0,0.0,0.05,,0.0,0.0,0.13,0.0,0.0,3238.71,12.25,12.25,0.5,1.5,0.5,1.0,,0.0,3,Free Checked Bag
354950,53.0,45-54,0,1,0,0,8,137.0,1,1222.54,460.54,762.0,1,0,0,0.13,0,0.0,,0.1,0.0,0.0,0.0,0.13,0.0,2618.46,12.5,12.5,1.0,6.0,1.0,1.0,0.0,,4,Free Hotel Meal
356046,34.0,25-34,1,0,0,1,8,119.0,2,1096.905,391.905,352.5,2,0,0,0.25,0,0.0,0.08,0.03,0.0,0.0,0.13,0.13,0.0,1782.94,12.625,12.625,0.0,2.0,1.5,1.5,0.0,0.0,4,Free Hotel Meal
357737,41.0,35-44,1,1,1,0,8,0.0,5,2649.76,413.66,447.22,4,0,1,0.63,1,0.2,,0.05,12.82,0.0,0.0,0.38,0.0,2595.14,52.375,52.375,0.4,4.0,1.2,1.0,0.24358,,2,One Free Hotel Night with Flight
359072,51.0,45-54,1,1,1,1,8,0.0,3,843.9366666666666,153.93666666666667,230.0,3,0,0,0.38,1,0.3333333333333333,0.13,,0.0,0.0,0.25,0.0,0.0,1051.14,39.75,39.75,0.33,3.0,1.33,1.33,,0.0,4,Free Hotel Meal
359080,42.0,35-44,1,1,0,0,8,0.0,4,2671.39,1288.39,345.75,2,2,0,0.5,0,0.0,0.03,0.05,0.0,0.0,0.13,0.13,0.0,4684.9,15.75,15.75,1.0,1.0,0.5,1.25,0.0,0.0,3,Free Checked Bag
359653,55.0,55-64,0,0,0,1,8,148.0,2,1041.365,392.165,324.6,2,0,0,0.25,0,0.0,0.13,0.08,7.83,0.0,0.13,0.25,0.0,2138.4,15.875,15.875,1.0,1.5,1.0,1.0,0.1566,0.0,1,Exclusive Discounts
361459,41.0,35-44,1,1,1,0,8,108.0,1,558.91,393.91,165.0,1,0,0,0.13,0,0.0,,0.25,0.0,0.0,0.0,0.25,0.0,2403.54,7.375,7.375,1.0,1.0,1.0,1.0,0.0,,1,Exclusive Discounts
361759,53.0,45-54,1,1,0,1,9,44.0,4,534.8475,415.1475,29.925,3,1,0,0.44,0,0.0,0.11,0.04,0.79,0.0,0.22,0.11,0.11,2133.31,15.444444444444445,15.444444444444445,0.5,0.5,0.75,1.0,0.003476,0.0,3,Free Checked Bag
363535,31.0,25-34,1,0,0,0,8,0.0,3,1501.9833333333333,327.98333333333335,391.3333333333333,3,0,0,0.38,1,0.3333333333333333,0.18,,0.0,0.0068,0.38,0.0,0.0,1783.61,31.0,31.0,1.0,3.67,1.67,1.67,,0.00046512,4,Free Hotel Meal
365825,45.0,45-54,1,0,0,0,8,0.0,2,2766.315,32.315,1367.0,1,0,1,0.25,1,0.5,0.05,,0.0,0.0,0.13,0.0,0.0,383.05,44.375,44.375,0.5,9.0,2.5,0.5,,0.0,2,One Free Hotel Night with Flight
371201,28.0,25-34,0,0,1,0,8,0.0,1,0.0,199.47,0.0,0,1,0,0.13,0,0.0,0.4,0.05,0.0,0.0,0.13,0.13,0.0,1060.95,13.125,13.125,3.0,,,1.0,0.0,0.0,3,Free Checked Bag
372970,34.0,25-34,1,0,0,0,8,0.0,2,1054.65,646.65,204.0,2,0,0,0.25,0,0.0,0.13,0.15,0.0,0.0,0.13,0.13,0.13,4048.09,12.5,12.5,0.5,1.0,1.0,1.0,0.0,0.0,1,Exclusive Discounts
373489,37.0,35-44,1,1,1,0,9,0.0,1,6812.48,5588.48,1224.0,1,0,0,0.11,0,0.0,0.65,0.5,0.0,0.09085,0.22,0.33,0.11,20504.14,13.11111111111111,13.11111111111111,3.0,12.0,2.0,4.0,0.0,0.01299155,0,Free Cancellation
374331,42.0,35-44,0,0,0,0,8,116.0,2,6838.13,118.13,3360.0,0,1,1,0.25,1,0.5,0.23,0.1,0.0,0.0,0.25,0.0,0.13,1338.86,42.25,42.25,1.0,6.0,1.0,1.0,0.0,0.0,2,One Free Hotel Night with Flight
374340,35.0,35-44,1,1,0,0,9,0.0,1,0.0,3966.19,0.0,0,1,0,0.11,0,0.0,,0.05,0.0,0.0,0.0,0.11,0.0,16455.39,8.666666666666666,8.666666666666666,1.0,,,2.0,0.0,,0,Free Cancellation
374341,26.0,25-34,1,0,0,0,8,0.0,3,0.0,0.0,2280.0,0,0,3,0.38,0,0.0,0.03,,0.0,0.0,0.13,0.0,0.0,,13.125,13.125,,7.33,2.0,,,0.0,2,One Free Hotel Night with Flight
375160,20.0,18-24,1,0,0,0,8,,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,,,0.0,0.0,0.13,0.13,0.0,,5.125,5.125,,,,,,,4,Free Hotel Meal
375729,53.0,45-54,1,0,0,0,8,0.0,3,1965.76,298.7633333333333,555.6666666666666,3,0,0,0.38,0,0.0,0.12,0.05,0.0,0.02413,0.38,0.25,0.0,1877.02,17.75,17.75,0.33,2.0,1.0,1.0,0.0,0.001100328,4,Free Hotel Meal
375751,50.0,45-54,1,1,0,0,8,69.0,3,1234.8533333333332,235.85333333333332,333.0,2,1,0,0.38,0,0.0,,0.02,0.0,0.0,0.0,0.13,0.0,1321.67,24.0,24.0,0.33,2.0,0.67,1.0,0.0,,3,Free Checked Bag
376159,42.0,35-44,1,0,0,0,8,0.0,2,891.62,183.62,354.0,1,0,1,0.25,0,0.0,,,0.0,0.0,0.0,0.0,0.0,2175.01,12.75,12.75,0.5,3.0,1.0,0.5,,,4,Free Hotel Meal
377069,68.0,65+,1,1,0,0,8,0.0,1,0.0,926.67,0.0,0,1,0,0.13,1,1.0,,0.05,0.0,0.0,0.0,0.13,0.0,2911.73,32.5,32.5,2.0,,,4.0,0.0,,0,Free Cancellation
377411,38.0,35-44,1,1,0,1,8,91.0,2,1521.0,495.0,513.0,2,0,0,0.25,0,0.0,0.18,0.08,0.0,0.00623,0.38,0.13,0.0,1493.45,14.75,14.75,0.0,2.5,1.5,1.5,0.0,0.000426132,1,Exclusive Discounts
378565,40.0,35-44,1,1,1,0,8,0.0,5,8737.588,137.588,1720.0,2,0,3,0.63,0,0.0,0.06,,0.0,0.00536,0.5,0.0,0.0,2021.57,17.0,17.0,0.2,8.8,1.2,0.4,,0.0001608,2,One Free Hotel Night with Flight
379543,56.0,55-64,1,1,0,0,8,28.0,3,1920.04,385.04,511.6666666666667,3,0,0,0.38,0,0.0,0.03,0.05,0.0,0.0,0.13,0.13,0.0,2196.66,13.0,13.0,0.33,2.0,1.0,1.0,0.0,0.0,4,Free Hotel Meal
